"row_ID","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","YEAR_earliest","YEAR_latest","Repeats","ValueType","Method","SurveyedArea","LAT","LONG","lat_grid","lon_grid","gridcell","Region","FRic","FEve","SR","FDis","qual.FRic","AlpArc","AZONE","ELEV","MOISTURE","TempSeas","TempMaxSum","TempMinWin","TempAvSum","TempAvWin","PrecipAnn","PrecipSeas","SnowAnn","permafrost","ShrubCover","GraminoidCover","ForbCover","PlotDominatingFG","Duration"
1240,"ATQASUK:AG:AGCI06:2010","ATQASUK:AG:AGCI06","ATQASUK:AG","ATQASUK","AG","AGCI06",2010,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",12.2208632267781,0.549633776269364,5,2.00263767467888,0.95463674659994,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",26.0869565217391,60.8695652173913,13.0434782608696,"Graminoid-Dominated",9
1241,"ATQASUK:AG:AGCI06:2012","ATQASUK:AG:AGCI06","ATQASUK:AG","ATQASUK","AG","AGCI06",2012,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",17.6636374750007,0.729022438515349,6,2.71119817614996,0.923427467630744,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",44.8275862068966,48.2758620689655,6.89655172413793,"None",9
1242,"ATQASUK:AG:AGCI06:2013","ATQASUK:AG:AGCI06","ATQASUK:AG","ATQASUK","AG","AGCI06",2013,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",21.8709626070028,0.613782345430483,8,2.43720246498874,0.814623533153287,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",31.6666666666667,63.3333333333333,5,"Graminoid-Dominated",9
1243,"ATQASUK:AG:AGCI06:2014","ATQASUK:AG:AGCI06","ATQASUK:AG","ATQASUK","AG","AGCI06",2014,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",6.66759109766832,0.739112905474845,5,2.07402104261693,0.962603278278831,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",19.4029850746269,80.5970149253731,0,"Graminoid-Dominated",9
1244,"ATQASUK:AG:AGCI06:2015","ATQASUK:AG:AGCI06","ATQASUK:AG","ATQASUK","AG","AGCI06",2015,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",24.8955722604911,0.63625389646284,8,2.15439958826375,0.91752987420855,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",18.6274509803922,81.3725490196078,0,"Graminoid-Dominated",9
1245,"ATQASUK:AG:AGCI06:2016","ATQASUK:AG:AGCI06","ATQASUK:AG","ATQASUK","AG","AGCI06",2016,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",NA,0.335022128388151,3,1.2166491633029,NA,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",17.3333333333333,82.6666666666667,0,"Graminoid-Dominated",9
1246,"ATQASUK:AG:AGCI06:2017","ATQASUK:AG:AGCI06","ATQASUK:AG","ATQASUK","AG","AGCI06",2017,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",12.3499259560419,0.743047823442245,6,2.11634946341238,0.916336559713499,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",19,81,0,"Graminoid-Dominated",9
1247,"ATQASUK:AG:AGCI06:2018","ATQASUK:AG:AGCI06","ATQASUK:AG","ATQASUK","AG","AGCI06",2018,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",12.3499259560419,0.62883056087858,6,2.00442180969792,0.916336559713499,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",18.9873417721519,81.0126582278481,0,"Graminoid-Dominated",9
1248,"ATQASUK:AG:AGCI06:2019","ATQASUK:AG:AGCI06","ATQASUK:AG","ATQASUK","AG","AGCI06",2019,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",9.88476842806658,0.711416818596793,5,1.95116550736845,0.968811592788612,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",16.9642857142857,83.0357142857143,0,"Graminoid-Dominated",9
1249,"ATQASUK:AG:AGCI10:2010","ATQASUK:AG:AGCI10","ATQASUK:AG","ATQASUK","AG","AGCI10",2010,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",NA,0.750546969166212,3,2.16078767235079,NA,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",0,100,0,"Graminoid-Dominated",9
1250,"ATQASUK:AG:AGCI10:2013","ATQASUK:AG:AGCI10","ATQASUK:AG","ATQASUK","AG","AGCI10",2013,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",NA,0.848737490445822,3,2.34551268440257,NA,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",0,100,0,"Graminoid-Dominated",9
1251,"ATQASUK:AG:AGCI10:2016","ATQASUK:AG:AGCI10","ATQASUK:AG","ATQASUK","AG","AGCI10",2016,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",NA,NA,2,0.763675323681471,NA,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",0,100,0,"Graminoid-Dominated",9
1252,"ATQASUK:AG:AGCI10:2019","ATQASUK:AG:AGCI10","ATQASUK:AG","ATQASUK","AG","AGCI10",2019,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",NA,0.786419454784638,3,2.21144683686034,NA,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",0,100,0,"Graminoid-Dominated",9
1253,"ATQASUK:AG:AGCI11:2010","ATQASUK:AG:AGCI11","ATQASUK:AG","ATQASUK","AG","AGCI11",2010,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",1.89819373315708,0.657234827983619,4,2.42849321622329,1,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",95.6521739130435,4.34782608695652,0,"Shrub-Dominated",9
1254,"ATQASUK:AG:AGCI11:2013","ATQASUK:AG:AGCI11","ATQASUK:AG","ATQASUK","AG","AGCI11",2013,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",12.1270043198696,0.636708829290248,6,2.85202802832566,0.974102630340731,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",86.7256637168141,13.2743362831858,0,"Shrub-Dominated",9
1255,"ATQASUK:AG:AGCI11:2016","ATQASUK:AG:AGCI11","ATQASUK:AG","ATQASUK","AG","AGCI11",2016,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",12.0509116210132,0.674642278180772,7,2.99609124967388,0.909355575771877,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",75.9615384615385,24.0384615384615,0,"Shrub-Dominated",9
1256,"ATQASUK:AG:AGCI11:2019","ATQASUK:AG:AGCI11","ATQASUK:AG","ATQASUK","AG","AGCI11",2019,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",14.9168115645565,0.45115706455887,8,2.98410430055584,0.898885757303432,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",72.7272727272727,26.0606060606061,1.21212121212121,"Shrub-Dominated",9
1257,"ATQASUK:AG:AGCJ02:2010","ATQASUK:AG:AGCJ02","ATQASUK:AG","ATQASUK","AG","AGCJ02",2010,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",18.4797256808542,0.706603087555134,7,2.55817823632704,0.86940639446105,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",37.7049180327869,52.4590163934426,9.83606557377049,"Graminoid-Dominated",9
1258,"ATQASUK:AG:AGCJ02:2012","ATQASUK:AG:AGCJ02","ATQASUK:AG","ATQASUK","AG","AGCJ02",2012,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",21.8047081421241,0.789489150985434,8,2.69035666787473,0.86837904500185,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",34.9056603773585,58.4905660377358,6.60377358490566,"Graminoid-Dominated",9
1259,"ATQASUK:AG:AGCJ02:2013","ATQASUK:AG:AGCJ02","ATQASUK:AG","ATQASUK","AG","AGCJ02",2013,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",18.4797256808542,0.758970180643883,7,2.528715848683,0.86940639446105,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",42.2222222222222,53.3333333333333,4.44444444444444,"Graminoid-Dominated",9
1260,"ATQASUK:AG:AGCJ02:2014","ATQASUK:AG:AGCJ02","ATQASUK:AG","ATQASUK","AG","AGCJ02",2014,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",18.4797256808542,0.771078062419835,7,2.66733447896314,0.86940639446105,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",49.5575221238938,46.0176991150442,4.42477876106195,"None",9
1261,"ATQASUK:AG:AGCJ02:2015","ATQASUK:AG:AGCJ02","ATQASUK:AG","ATQASUK","AG","AGCJ02",2015,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",19.4067286038732,0.757351275912476,8,2.72462671218412,0.821853322034895,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",44.8598130841121,49.5327102803738,5.60747663551402,"None",9
1262,"ATQASUK:AG:AGCJ02:2016","ATQASUK:AG:AGCJ02","ATQASUK:AG","ATQASUK","AG","AGCJ02",2016,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",18.174314898981,0.687088575049135,7,2.49497741839713,0.873836099678975,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",53.2467532467532,44.1558441558442,2.5974025974026,"Shrub-Dominated",9
1263,"ATQASUK:AG:AGCJ02:2017","ATQASUK:AG:AGCJ02","ATQASUK:AG","ATQASUK","AG","AGCJ02",2017,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",18.4797256808541,0.826334441339918,7,2.64028789047932,0.869406394461049,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",39.0909090909091,57.2727272727273,3.63636363636364,"Graminoid-Dominated",9
1264,"ATQASUK:AG:AGCJ02:2018","ATQASUK:AG:AGCJ02","ATQASUK:AG","ATQASUK","AG","AGCJ02",2018,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",18.4797256808542,0.789826130803303,7,2.53048072225657,0.86940639446105,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",34.8214285714286,58.9285714285714,6.25,"Graminoid-Dominated",9
1265,"ATQASUK:AG:AGCJ02:2019","ATQASUK:AG:AGCJ02","ATQASUK:AG","ATQASUK","AG","AGCJ02",2019,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",18.4797256808541,0.843312679419029,7,2.60952551843266,0.86940639446105,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",41.8918918918919,55.4054054054054,2.7027027027027,"Graminoid-Dominated",9
1266,"ATQASUK:AG:AGCJ03:2012","ATQASUK:AG:AGCJ03","ATQASUK:AG","ATQASUK","AG","AGCJ03",2012,2012,2019,8,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",20.1926346469875,0.785676415125822,10,2.87372713288225,0.853773077587594,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",43.6893203883495,41.747572815534,14.5631067961165,"None",7
1267,"ATQASUK:AG:AGCJ03:2013","ATQASUK:AG:AGCJ03","ATQASUK:AG","ATQASUK","AG","AGCJ03",2013,2012,2019,8,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",17.323250642936,0.726641405211339,8,2.6596261079948,0.859513822448569,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",49.438202247191,35.9550561797753,14.6067415730337,"None",7
1268,"ATQASUK:AG:AGCJ03:2014","ATQASUK:AG:AGCJ03","ATQASUK:AG","ATQASUK","AG","AGCJ03",2014,2012,2019,8,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",17.4883002106732,0.7611933612244,8,2.56344668475842,0.859309736767112,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",50,39.8305084745763,10.1694915254237,"None",7
1269,"ATQASUK:AG:AGCJ03:2015","ATQASUK:AG:AGCJ03","ATQASUK:AG","ATQASUK","AG","AGCJ03",2015,2012,2019,8,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",17.323250642936,0.782096002733571,8,2.68743938327652,0.859513822448569,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",37.1134020618557,48.4536082474227,14.4329896907216,"None",7
1270,"ATQASUK:AG:AGCJ03:2016","ATQASUK:AG:AGCJ03","ATQASUK:AG","ATQASUK","AG","AGCJ03",2016,2012,2019,8,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",15.1120966119572,0.869093892090843,7,2.62862907076009,0.88696110951466,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",42.7184466019417,40.7766990291262,16.504854368932,"None",7
1271,"ATQASUK:AG:AGCJ03:2017","ATQASUK:AG:AGCJ03","ATQASUK:AG","ATQASUK","AG","AGCJ03",2017,2012,2019,8,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",18.6145999548593,0.76658951631239,10,2.7848378939801,0.832510377151176,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",28.3185840707965,59.2920353982301,12.3893805309735,"Graminoid-Dominated",7
1272,"ATQASUK:AG:AGCJ03:2018","ATQASUK:AG:AGCJ03","ATQASUK:AG","ATQASUK","AG","AGCJ03",2018,2012,2019,8,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",17.4883002106732,0.82864377201819,8,2.80541815074392,0.859309736767112,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",42.6356589147287,41.8604651162791,15.5038759689922,"None",7
1273,"ATQASUK:AG:AGCJ03:2019","ATQASUK:AG:AGCJ03","ATQASUK:AG","ATQASUK","AG","AGCJ03",2019,2012,2019,8,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",17.4883002106732,0.715394381662599,8,2.65682813311183,0.859309736767112,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",44.7674418604651,44.7674418604651,10.4651162790698,"None",7
1274,"ATQASUK:AG:AGCJ04:2010","ATQASUK:AG:AGCJ04","ATQASUK:AG","ATQASUK","AG","AGCJ04",2010,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",19.0582646581416,0.661533570306454,9,2.80057523068233,0.784711044012751,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",55,45,0,"Shrub-Dominated",9
1275,"ATQASUK:AG:AGCJ04:2012","ATQASUK:AG:AGCJ04","ATQASUK:AG","ATQASUK","AG","AGCJ04",2012,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",12.5877411637733,0.807068841193017,6,2.35120997625219,0.869523881716758,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",65.625,34.375,0,"Shrub-Dominated",9
1276,"ATQASUK:AG:AGCJ04:2013","ATQASUK:AG:AGCJ04","ATQASUK:AG","ATQASUK","AG","AGCJ04",2013,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",12.5877411637733,0.844747353861975,6,2.3612340925747,0.869523881716758,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",50,50,0,"None",9
1277,"ATQASUK:AG:AGCJ04:2014","ATQASUK:AG:AGCJ04","ATQASUK:AG","ATQASUK","AG","AGCJ04",2014,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",14.4507674366494,0.898840956471498,7,2.50141375512249,0.886839975703268,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",57.1428571428572,42.8571428571429,0,"Shrub-Dominated",9
1278,"ATQASUK:AG:AGCJ04:2015","ATQASUK:AG:AGCJ04","ATQASUK:AG","ATQASUK","AG","AGCJ04",2015,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",14.4507674366494,0.920572710307235,7,2.46919523177135,0.886839975703268,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",61.4583333333333,38.5416666666667,0,"Shrub-Dominated",9
1279,"ATQASUK:AG:AGCJ04:2016","ATQASUK:AG:AGCJ04","ATQASUK:AG","ATQASUK","AG","AGCJ04",2016,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",16.0044875501,0.817065689628215,7,2.53366712717001,0.83504349844379,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",57.9545454545455,42.0454545454545,0,"Shrub-Dominated",9
1280,"ATQASUK:AG:AGCJ04:2017","ATQASUK:AG:AGCJ04","ATQASUK:AG","ATQASUK","AG","AGCJ04",2017,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",16.0349554356882,0.778109600032485,8,2.50547844581737,0.849991570797108,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",54.4117647058824,45.5882352941176,0,"Shrub-Dominated",9
1281,"ATQASUK:AG:AGCJ04:2018","ATQASUK:AG:AGCJ04","ATQASUK:AG","ATQASUK","AG","AGCJ04",2018,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",17.3711640022472,0.760071304120541,9,2.66630495426969,0.844099727962288,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",49.0566037735849,50.9433962264151,0,"Graminoid-Dominated",9
1282,"ATQASUK:AG:AGCJ04:2019","ATQASUK:AG:AGCJ04","ATQASUK:AG","ATQASUK","AG","AGCJ04",2019,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",16.0349554356882,0.847347143438485,8,2.56090023102429,0.849991570797108,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",57.7777777777778,42.2222222222222,0,"Shrub-Dominated",9
1283,"ATQASUK:AG:AGCJ05:2010","ATQASUK:AG:AGCJ05","ATQASUK:AG","ATQASUK","AG","AGCJ05",2010,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",12.5397929787309,0.848338895086956,6,2.37022621532385,0.864789322175286,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",71.6981132075472,26.4150943396226,1.88679245283019,"Shrub-Dominated",9
1284,"ATQASUK:AG:AGCJ05:2012","ATQASUK:AG:AGCJ05","ATQASUK:AG","ATQASUK","AG","AGCJ05",2012,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",8.01145555969802,0.916700639467522,4,2.36926463840428,1,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",53.9682539682539,44.4444444444444,1.58730158730159,"Shrub-Dominated",9
1285,"ATQASUK:AG:AGCJ05:2013","ATQASUK:AG:AGCJ05","ATQASUK:AG","ATQASUK","AG","AGCJ05",2013,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",10.8647040250005,0.901804947297882,5,2.28309376014178,0.93922901789798,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",59.5238095238095,39.2857142857143,1.19047619047619,"Shrub-Dominated",9
1286,"ATQASUK:AG:AGCJ05:2014","ATQASUK:AG:AGCJ05","ATQASUK:AG","ATQASUK","AG","AGCJ05",2014,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",10.8647040250005,0.901750871095895,5,2.29924884023986,0.93922901789798,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",56.1797752808988,38.2022471910112,5.61797752808989,"Shrub-Dominated",9
1287,"ATQASUK:AG:AGCJ05:2015","ATQASUK:AG:AGCJ05","ATQASUK:AG","ATQASUK","AG","AGCJ05",2015,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",17.8728692782573,0.429748136261816,8,2.45658158447959,0.822513856835572,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",55.1401869158878,40.1869158878505,4.67289719626168,"Shrub-Dominated",9
1288,"ATQASUK:AG:AGCJ05:2016","ATQASUK:AG:AGCJ05","ATQASUK:AG","ATQASUK","AG","AGCJ05",2016,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",8.01145555969802,0.921365552655671,4,2.41974977472587,1,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",55.1401869158879,40.1869158878505,4.67289719626168,"Shrub-Dominated",9
1289,"ATQASUK:AG:AGCJ05:2017","ATQASUK:AG:AGCJ05","ATQASUK:AG","ATQASUK","AG","AGCJ05",2017,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",11.2847116203602,0.219111081375009,5,2.36212449394721,0.911917289127129,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",48.1203007518797,48.8721804511278,3.00751879699248,"None",9
1290,"ATQASUK:AG:AGCJ05:2018","ATQASUK:AG:AGCJ05","ATQASUK:AG","ATQASUK","AG","AGCJ05",2018,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",11.64702680443,0.622499453013467,5,2.45241040405728,0.976769911880966,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",43.8848920863309,50.3597122302158,5.75539568345324,"Graminoid-Dominated",9
1291,"ATQASUK:AG:AGCJ05:2019","ATQASUK:AG:AGCJ05","ATQASUK:AG","ATQASUK","AG","AGCJ05",2019,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",13.5840366459879,0.76569674683006,6,2.05405993029629,0.885768699341629,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",38.3333333333333,51.6666666666667,10,"Graminoid-Dominated",9
1292,"ATQASUK:AG:AGCJ06:2010","ATQASUK:AG:AGCJ06","ATQASUK:AG","ATQASUK","AG","AGCJ06",2010,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",10.6921043279904,0.753624697451693,5,1.8822733718167,0.962837719541704,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",0,81.5789473684211,18.4210526315789,"Graminoid-Dominated",9
1293,"ATQASUK:AG:AGCJ06:2012","ATQASUK:AG:AGCJ06","ATQASUK:AG","ATQASUK","AG","AGCJ06",2012,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",7.4928934859929,0.656028721834514,5,1.29215963917958,0.993009904669274,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",0,95,5,"Graminoid-Dominated",9
1294,"ATQASUK:AG:AGCJ06:2013","ATQASUK:AG:AGCJ06","ATQASUK:AG","ATQASUK","AG","AGCJ06",2013,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",8.9163738689165,0.580993790852774,5,1.19824200609142,0.992811024824888,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",0,95.7746478873239,4.22535211267606,"Graminoid-Dominated",9
1295,"ATQASUK:AG:AGCJ06:2014","ATQASUK:AG:AGCJ06","ATQASUK:AG","ATQASUK","AG","AGCJ06",2014,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",14.5737307173296,0.605130947461459,6,1.11728427723222,0.96774078472518,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",0,93.6708860759494,6.32911392405063,"Graminoid-Dominated",9
1296,"ATQASUK:AG:AGCJ06:2015","ATQASUK:AG:AGCJ06","ATQASUK:AG","ATQASUK","AG","AGCJ06",2015,2010,2019,9,"pf_all_XY","Point-framing (XY)",0.75,70.451449,-157.403942,70,-157,"70_-157","North America-West",11.7442572777678,0.517374067915238,6,1.33005159139173,0.94806800833308,"Arctic","LOW",23,"MOIST",13793,12.9,-31.5,8,-28.1,138,92,66,"continuous",0,96.078431372549,3.92156862745098,"Graminoid-Dominated",9
