"SiteSubsitePlot","SITE","SUBSITE","PLOT","MOISTURE","LAT","LONG","ELEV","SurveyedArea","AlpArc","lat_grid","lon_grid","gridcell","Region","TempAvSum","PrecipAnn","FRic_slopes","FEve_slopes","SR_slopes","FDis_slopes","ShrubCover_slopes","GraminoidCover_slopes","ForbCover_slopes","WarmQSlope","PrecSlope"
"ATQASUK:AG:AGCE05","ATQASUK","AG","AGCE05","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.683527000158604,-0.00656158496087097,-0.0518518518518601,-0.0196663415573982,-0.140527333054442,0.140527333054442,0,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCE06","ATQASUK","AG","AGCE06","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.259847199774958,-0.000905936640345615,-0.0967741935483908,-0.00958497936088226,0.155326750361688,0.937854798754856,-1.09318154911654,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCE07","ATQASUK","AG","AGCE07","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.0243458854217501,-0.0297423470974359,-6.62009107532606e-17,-0.00273430576884701,-1.32437893190062,1.11300913808146,0.211369793819171,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCE08","ATQASUK","AG","AGCE08","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.197768669433857,-0.0157603949490337,0.266666666666667,-0.00299189855025564,-0.937109857875579,0.87460985787558,0.0625,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCE09","ATQASUK","AG","AGCE09","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.424665996010477,-0.0256185734930363,-0.133333333333333,-0.0335151851340646,0.738950501623311,-0.38860755220202,-0.35034294942129,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCE11","ATQASUK","AG","AGCE11","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.283110865294684,0.00354623997540117,0.2,0.00395952084993695,-0.787563785351318,0.787563785351318,0,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCF02","ATQASUK","AG","AGCF02","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.190999833314202,-0.0140620792854427,0.122580645161287,-0.00936155308611273,-2.95056225185102,2.22849704962848,0.72206520222254,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCF03","ATQASUK","AG","AGCF03","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,NA,-0.0253642265133058,0.16935483870969,-0.0949308149554859,0.716651692999127,-0.716651692999131,0,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCF04","ATQASUK","AG","AGCF04","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,NA,NA,0.0296296296296374,0.00541089151552944,0,0,0,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCF05","ATQASUK","AG","AGCF05","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.4476689412461,0.0074852275851652,-0.0819672131147441,-0.0630274680093873,-2.79083426587793,2.79083426587794,0,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCF06","ATQASUK","AG","AGCF06","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.968163103983473,-0.0409901199597265,0.480645161290357,0.0224832224016923,-0.376995079629912,0.9405143600574,-0.563519280427493,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCF07","ATQASUK","AG","AGCF07","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,NA,0.0430174870548656,0.023809523809522,0.0982541320313411,-3.35371575420592,4.38891244157661,-1.03519668737068,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCF08","ATQASUK","AG","AGCF08","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,NA,NA,0,NA,0,0,0,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCF10","ATQASUK","AG","AGCF10","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,NA,NA,-0.166666666666678,0.0708612065510704,-2.97429078014207,2.97429078014207,0,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCG02","ATQASUK","AG","AGCG02","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.600239337500059,0.0105389931676928,0.173913043478255,0.0182226911099247,-0.0441136000173167,0.0441136000173089,0,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCG03","ATQASUK","AG","AGCG03","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.165033555031221,-0.0159140007796298,-0.038709677419351,-0.0300726283787302,-3.06622345277114,3.06622345277113,0,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCG04","ATQASUK","AG","AGCG04","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,NA,0.0264663146801995,0.146774193548391,0.00706834439149052,0.0273373428102799,-0.0273373428102712,0,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCG05","ATQASUK","AG","AGCG05","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.515653885994843,-0.0205809134072553,0.146067415730353,-0.00675115834683238,-0.692794469775178,0.692794469775174,0,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCG06","ATQASUK","AG","AGCG06","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.0820347271372425,0.0329581424934154,-0.098387096774209,0.00640946403942821,-2.49017089956747,2.19109163153725,0.299079268030223,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCG07","ATQASUK","AG","AGCG07","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,NA,NA,0.119047619047633,NA,0,-0.345065562456912,0.345065562456906,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCG10","ATQASUK","AG","AGCG10","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,1.69583306584666,-0.00638374704836078,0.3,-0.130656011960379,-1.93121693121693,1.93121693121693,0,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCG11","ATQASUK","AG","AGCG11","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.350350506763483,-0.00818862005535941,-0.133333333333333,-0.0122833519562984,-0.935155273406486,1.09690794980813,-0.161752676401638,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCH02","ATQASUK","AG","AGCH02","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.653112251293418,0.0085323228671327,-0.297619047619048,-0.0501553874576402,-1.51162247497245,2.01308445542172,-0.50146198044927,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCH03","ATQASUK","AG","AGCH03","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.541962069540974,0.00632159377130141,-0.27419354838712,0.028402759132224,0.292656686563022,-0.224249979380763,-0.0684067071822572,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCH04","ATQASUK","AG","AGCH04","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.285243042244419,0.0388381202288642,-0.117741935483871,0.00125233749458813,-0.257260590042749,0.832901148251025,-0.575640558208269,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCH05","ATQASUK","AG","AGCH05","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.343507176932905,-0.000901015974295179,-0.0593220338983128,-0.00629225657343328,-0.124495560936172,0.124495560936168,0,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCH06","ATQASUK","AG","AGCH06","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,NA,NA,0.0476190476190526,0.0237306986650647,0,0,0,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCH10","ATQASUK","AG","AGCH10","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,NA,NA,0.0333333333333333,NA,0,0,0,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCH11","ATQASUK","AG","AGCH11","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.842144336722257,-0.032885718422834,-0.333333333333359,-0.038465770825481,-0.980911983033068,2.54506892895052,-1.56415694591745,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCI02","ATQASUK","AG","AGCI02","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.0530204480867301,0.0110332503284313,-0.127419354838716,-0.0983994562091793,-4.32118438148236,4.65287087161086,-0.3316864901285,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCI03","ATQASUK","AG","AGCI03","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.138528770243698,0.0103542793701246,-0.211111111111112,0.000924555291556513,0.171565606322336,0.401267229478188,-0.572832835800513,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCI04","ATQASUK","AG","AGCI04","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.139735208830549,-0.0112188529816919,-0.0273972602739775,-0.00986298416250145,0.871160988243476,-0.221663059427621,-0.649497928815848,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCI05","ATQASUK","AG","AGCI05","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,1.00093545798794,-0.0189518675317246,0.225806451612912,-0.060194210221152,-4.53457894096457,5.5259810454128,-0.991402104448227,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCI06","ATQASUK","AG","AGCI06","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.499855253723148,0.00411030507267771,-0.0758064516129232,-0.0544892823245422,-2.08808970468351,3.44006291162847,-1.35197320694496,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCI10","ATQASUK","AG","AGCI10","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,NA,0.00193266444791647,-0.0333333333333334,-0.0476619955730816,0,0,0,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCI11","ATQASUK","AG","AGCI11","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,1.29932535984473,-0.0193433280461241,0.433333333333333,0.060363215811529,-2.65129429375293,2.53008217254081,0.121212121212121,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCJ02","ATQASUK","AG","AGCJ02","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.142865562723793,0.00960954978146323,-0.0403225806451691,-0.00256481580966875,0.264924355251664,0.283085922808109,-0.548010278059768,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCJ03","ATQASUK","AG","AGCJ03","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.201635095403984,0.00144314231443967,-0.107142857142858,-0.00219011273212776,-1.02267940005984,1.20683094702025,-0.184151546960412,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCJ04","ATQASUK","AG","AGCJ04","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.102263040170114,0.00784911806109213,0.108064516129067,0.000501201764717,-0.39871428453902,0.398714284539018,0,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCJ05","ATQASUK","AG","AGCJ05","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.176543090074798,-0.0389331299302934,0.0193548387096888,-0.0111213955899816,-2.98596204249619,2.25979239607478,0.726169646421421,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCJ06","ATQASUK","AG","AGCJ06","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.355870726672163,-0.0527055227507396,-0.0112903225806492,-0.0366565818047174,0.102150537634417,1.30357333849475,-1.40572387612916,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCJ09","ATQASUK","AG","AGCJ09","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,NA,NA,-0.0333333333333333,NA,0,0.16260162601626,-0.16260162601626,0.0241828469669132,1.38907563025211
"ATQASUK:AG:AGCJ11","ATQASUK","AG","AGCJ11","MOIST",70.451449,-157.403942,23,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.299715775225765,-0.00519624376765384,4.18691322315648e-16,0.0566995613508733,-2.89496910856115,2.2477199176227,0.647249190938472,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC01","ATQASUK","AW","AWC01","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.731087311215117,-0.0123775218377729,0.169106881405563,0.00894342473206574,-0.166296142663989,0.241986563470498,-0.0756904208065059,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC02","ATQASUK","AW","AWC02","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.0517940863641474,-0.00640837327559485,0.0384615384615382,-0.00759234397335975,-0.417004056405611,0.570536240329179,-0.153532183923569,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC03","ATQASUK","AW","AWC03","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.372730518072972,0.0126714752341184,0.123188405797101,0.0454444001164181,1.21424794848954,-1.08472333881369,-0.129524609675842,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC04","ATQASUK","AW","AWC04","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.320670967694109,-0.00162654680123278,0.0971428571428571,0.00279063570388157,0.542468718224856,-0.625346580547575,0.0828778623227236,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC05","ATQASUK","AW","AWC05","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.0422110904918102,-0.000215289981579819,-0.0150753768844201,0.0116755508260657,0.666249045613891,-0.500082422160845,-0.166166623453047,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC06","ATQASUK","AW","AWC06","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.459984876471519,-0.00520809286995447,0.0854271356783872,-0.0125179359108558,-0.99389946468446,0.910968379906794,0.0829310847776674,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC07","ATQASUK","AW","AWC07","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.0812348439366915,-0.000228392914530588,-0.0157807308970084,0.000172251215639765,-0.280499117193066,0.425847954402367,-0.145348837209302,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC08","ATQASUK","AW","AWC08","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.518042597077598,-0.01156696053946,0.0639534883720956,-0.00262760907992668,-1.47300036405219,1.49254626741117,-0.0195459033589784,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC09","ATQASUK","AW","AWC09","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.113502051940717,0.00487572042669905,-0.0249169435215948,0.00192545991806097,0.318748804263374,-0.273603785460202,-0.045145018803173,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC10","ATQASUK","AW","AWC10","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.420697402446831,-0.00931256271295411,0.0256222547584182,0.00446579496649348,0.407479794380156,-0.327003722938832,-0.0804760714413247,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC12","ATQASUK","AW","AWC12","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.0585686402687733,-0.0168885091018332,-0.02014652014652,-0.0553630686377852,-0.358807858807853,0.358807858807853,0,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC13","ATQASUK","AW","AWC13","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.558153426034038,0.000262155015511263,0.168498168498167,0.0282140298369442,0.422871277463115,-0.422871277463114,0,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC14","ATQASUK","AW","AWC14","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.23592297851811,-0.00623406891122644,-0.0434782608695654,-0.0161064310300981,-0.258566368989432,0.690777799506063,-0.432211430516635,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC15","ATQASUK","AW","AWC15","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.0547473642403635,-0.0162088103519293,0.042459736456807,-0.0202277799271767,-1.09667240444043,1.09667240444042,0,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC16","ATQASUK","AW","AWC16","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.623569073277575,0.00128480121967317,0.0497803806734968,-0.00484974425518191,0.796304044504003,-0.599829754351016,-0.19647429015299,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC17","ATQASUK","AW","AWC17","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.660532668264523,-0.00899804650467814,0.117216117216117,-0.0241985949220178,-0.642979906566855,0.642979906566854,0,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC18","ATQASUK","AW","AWC18","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.714960426342107,-0.0046245267182006,0.135431918008783,0.00750355785103657,0.373545503583258,-0.373545503583258,0,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC19","ATQASUK","AW","AWC19","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.451415897187158,-0.0122938689387211,0.142857142857141,-0.0124454933871942,0.0564314794743799,-0.056431479474378,0,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC20","ATQASUK","AW","AWC20","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.144758785263737,-0.0115848589630534,0.0241581259150798,-0.0318498696893293,-0.709069485818945,0.620911222777001,0.0881582630419456,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC21","ATQASUK","AW","AWC21","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,NA,-0.00455926992016833,0.0289855072463767,-0.0127193952207259,0,0,0,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC22","ATQASUK","AW","AWC22","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.0227590589680779,-0.0123168937136071,1.25607396694697e-16,-0.0269187722924558,0,0,0,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC23","ATQASUK","AW","AWC23","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.572969709527623,-0.0114974034271876,0.0914285714285714,-0.0279099627699374,-0.668799859735253,0.668799859735253,0,0.0241828469669132,1.38907563025211
"ATQASUK:AW:AWC24","ATQASUK","AW","AWC24","WET",70.45303348,-157.4003018,17,0.75,"Arctic",70,-157,"70_-157","North America-West",8,138,0.720008915075249,0.000328565663407846,0.09736456808199,0.0103983585017463,0.295165601291437,-0.266696429337638,-0.028469171953796,0.0241828469669132,1.38907563025211
"ATQASUK:RATE_BETULA_SHRUB:31","ATQASUK","RATE_BETULA_SHRUB","31","MOIST",70.456021,-157.414293,29,1,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.441567999593637,0.0183738157262972,-0.111111111111112,0.163298661805457,3.49071215509622,-4.09679273483412,0.606080579737913,0.024304301798846,1.39887955182073
"ATQASUK:RATE_BETULA_SHRUB:42","ATQASUK","RATE_BETULA_SHRUB","42","MOIST",70.456021,-157.414293,29,1,"Arctic",70,-157,"70_-157","North America-West",8,138,0.554873329364584,-0.0142067353553415,-0.111111111111112,0.0683885808721229,0.746931212949348,-1.05583419746298,0.308902984513615,0.024304301798846,1.39887955182073
"ATQASUK:RATE_BETULA_SHRUB:50","ATQASUK","RATE_BETULA_SHRUB","50","MOIST",70.456021,-157.414293,29,1,"Arctic",70,-157,"70_-157","North America-West",8,138,0.224621616010558,-0.00349620694003582,2.79127548210452e-16,0.0270335663845692,0.929539066746533,-0.995384549450442,0.0658454827039218,0.024304301798846,1.39887955182073
"ATQASUK:RATE_BETULA_SHRUB:54","ATQASUK","RATE_BETULA_SHRUB","54","MOIST",70.456021,-157.414293,29,1,"Arctic",70,-157,"70_-157","North America-West",8,138,0.135162416064012,0.00172924450860002,0.111111111111113,0.047319301709696,1.07235891272823,-1.75599881821878,0.683639905490545,0.024304301798846,1.39887955182073
"ATQASUK:RATE_BETULA_SHRUB:56","ATQASUK","RATE_BETULA_SHRUB","56","MOIST",70.456021,-157.414293,29,1,"Arctic",70,-157,"70_-157","North America-West",8,138,0.265169770231303,0.00221457652586839,0.111111111111112,0.0592392692204661,3.27400834995376,-3.94715125485265,0.673142904898878,0.024304301798846,1.39887955182073
"ATQASUK:RATE_BETULA_SHRUB:9","ATQASUK","RATE_BETULA_SHRUB","9","MOIST",70.456021,-157.414293,29,1,"Arctic",70,-157,"70_-157","North America-West",8,138,0.303139975354025,0.00381405777904848,0.111111111111113,0.0300739441105893,-0.140704674602646,-0.88681440357593,1.02751907817858,0.024304301798846,1.39887955182073
"ATQASUK:RATE_DRYAS_HEATH:14","ATQASUK","RATE_DRYAS_HEATH","14","DRY",70.456021,-157.414293,29,1,"Arctic",70,-157,"70_-157","North America-West",8,138,NA,NA,NA,NA,NA,NA,NA,0.024304301798846,1.39887955182073
"ATQASUK:RATE_DRYAS_HEATH:16","ATQASUK","RATE_DRYAS_HEATH","16","DRY",70.456021,-157.414293,29,1,"Arctic",70,-157,"70_-157","North America-West",8,138,0.180413689493869,0.0219661955111278,-0.222222222222225,-0.0179412464529269,1.87458238905785,-1.04786976658067,-0.826712622477189,0.024304301798846,1.39887955182073
"ATQASUK:RATE_DRYAS_HEATH:17","ATQASUK","RATE_DRYAS_HEATH","17","DRY",70.456021,-157.414293,29,1,"Arctic",70,-157,"70_-157","North America-West",8,138,-1.05091920759855,0.0187442841673126,-0.444444444444448,-0.0130209378957245,1.85578029876034,-2.68074775792715,0.824967459166805,0.024304301798846,1.39887955182073
"ATQASUK:RATE_DRYAS_HEATH:19","ATQASUK","RATE_DRYAS_HEATH","19","DRY",70.456021,-157.414293,29,1,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.718313816199795,0.0075448457624554,-0.222222222222225,-0.0162565186194557,0.484286151218683,-2.04890506056976,1.56461890935108,0.024304301798846,1.39887955182073
"ATQASUK:RATE_DRYAS_HEATH:1","ATQASUK","RATE_DRYAS_HEATH","1","DRY",70.456021,-157.414293,29,1,"Arctic",70,-157,"70_-157","North America-West",8,138,-1.4455515873731,0.013576282384246,-0.777777777777785,-0.0477223255694138,-1.37401890860034,-0.878015059200664,2.25203396780101,0.024304301798846,1.39887955182073
"ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:13","ATQASUK","RATE_ERIOPHORUM_WET_MEADOW","13","WET",70.456021,-157.414293,29,1,"Arctic",70,-157,"70_-157","North America-West",8,138,0.147117866202057,0.0318766412099772,0.111111111111112,0.147511884765703,0,-1.98761362159506,1.98761362159506,0.024304301798846,1.39887955182073
"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:25","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","25","DRY",70.456021,-157.414293,29,1,"Arctic",70,-157,"70_-157","North America-West",8,138,0.421540112588538,0.0144320157929284,2.79127548210452e-16,0.13918458223858,-1.59965644826632,1.1246652850491,0.47499116321723,0.024304301798846,1.39887955182073
"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:38","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","38","DRY",70.456021,-157.414293,29,1,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.173839125244679,0.0088194011153121,-0.333333333333336,0.00717079478057014,-0.486836477318406,-0.00976593932342191,0.496602416641836,0.024304301798846,1.39887955182073
"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:51","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","51","DRY",70.456021,-157.414293,29,1,"Arctic",70,-157,"70_-157","North America-West",8,138,0.205361685749736,0.00191310694380779,0,-0.00497093553906558,1.52643943819757,-1.76483326533274,0.238393827135173,0.024304301798846,1.39887955182073
"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:53","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","53","DRY",70.456021,-157.414293,29,1,"Arctic",70,-157,"70_-157","North America-West",8,138,-0.0227115096686887,0.0392635256997431,-0.111111111111112,0.018389882559768,-0.436242763983475,-0.534207669941361,0.970450433924836,0.024304301798846,1.39887955182073
"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:59","ATQASUK","RATE_HIEROCHLOE_DRY_MEADOW","59","DRY",70.456021,-157.414293,29,1,"Arctic",70,-157,"70_-157","North America-West",8,138,1.16245222090721,0.0165132590068369,0.222222222222225,0.145102806809567,-2.87306328722918,1.39600429675645,1.47705899047273,0.024304301798846,1.39887955182073
"AUDKULUHEIDI:BETULAHEATH:10","AUDKULUHEIDI","BETULAHEATH","10","MOIST",65.21748,-19.71319,480,0.5625,"Subarctic",65,-19.5,"65_-19.5","GreenIceland",8.2,507,-0.00170408363198588,0.00534183319804682,-0.0263929618768329,0.0075493411028251,-1.07579160071829,1.00377556975797,0.0720160309603123,0.0572736467633928,5.46442577030813
"AUDKULUHEIDI:BETULAHEATH:1","AUDKULUHEIDI","BETULAHEATH","1","MOIST",65.21748,-19.71319,480,0.5625,"Subarctic",65,-19.5,"65_-19.5","GreenIceland",8.2,507,0.253072144069106,0.000107189092918798,0.0556858147713955,-0.0256298471515366,0.39710928402005,0.429919027236296,-0.827028311256344,0.0572736467633928,5.46442577030813
"AUDKULUHEIDI:BETULAHEATH:2","AUDKULUHEIDI","BETULAHEATH","2","MOIST",65.21748,-19.71319,480,0.5625,"Subarctic",65,-19.5,"65_-19.5","GreenIceland",8.2,507,0.325419830132054,0.0102024812419897,0.0982658959537573,-0.00966689426751341,0.489064955440258,0.0693713918019567,-0.558436347242212,0.0572736467633928,5.46442577030813
