"row_ID","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","YEAR_earliest","YEAR_latest","Repeats","ValueType","Method","SurveyedArea","LAT","LONG","lat_grid","lon_grid","gridcell","Region","FRic","FEve","FDis","SR","qual.FRic","AlpArc","AZONE","ELEV","MOISTURE","TempSeas","TempMaxSum","TempMinWin","TempAvSum","TempAvWin","PrecipAnn","PrecipSeas","SnowAnn","permafrost","EShrubCover","DShrubCover","GraminoidCover","ForbCover","PlotDominatingFG"
461,"ALEXFIORD:DRYAS:Dry.c.3:2010","ALEXFIORD:DRYAS:Dry.c.3","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.3",2010,1995,2019,6,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",13.1980523365269,0.563625411747085,2.34772240226324,7,0.889919037941799,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",64.1025641025641,23.0769230769231,5.12820512820513,7.69230769230769,"Evergreen_Shrub-Dominated"
462,"ALEXFIORD:DRYAS:Dry.c.3:2015","ALEXFIORD:DRYAS:Dry.c.3","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.3",2015,1995,2019,6,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",16.2926402098541,0.559062350215145,2.30959010581606,7,0.9062989968175,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",63.4146341463415,17.0731707317073,14.6341463414634,4.8780487804878,"Evergreen_Shrub-Dominated"
463,"ALEXFIORD:DRYAS:Dry.c.3:2019","ALEXFIORD:DRYAS:Dry.c.3","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.3",2019,1995,2019,6,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",20.4635679502449,0.63115497571619,2.16442924329588,8,0.865031479946929,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",61.0169491525424,20.3389830508475,10.1694915254237,8.47457627118644,"Evergreen_Shrub-Dominated"
464,"ALEXFIORD:DRYAS:Dry.c.4:1995","ALEXFIORD:DRYAS:Dry.c.4","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.4",1995,1995,2019,4,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",15.0120238016844,0.572297542695451,2.49548627690069,7,0.88540133438192,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",57.5757575757576,21.2121212121212,18.1818181818182,3.03030303030303,"Evergreen_Shrub-Dominated"
465,"ALEXFIORD:DRYAS:Dry.c.4:2007","ALEXFIORD:DRYAS:Dry.c.4","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.4",2007,1995,2019,4,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",21.0536040354221,0.611355934569406,2.79836526718328,9,0.830813385802986,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",49.0566037735849,20.7547169811321,24.5283018867925,5.66037735849057,"None"
466,"ALEXFIORD:DRYAS:Dry.c.4:2010","ALEXFIORD:DRYAS:Dry.c.4","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.4",2010,1995,2019,4,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",14.6118430383447,0.767031769965613,2.55160761748455,7,0.913614263420438,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",32.8767123287671,20.5479452054795,46.5753424657534,0,"None"
467,"ALEXFIORD:DRYAS:Dry.c.4:2019","ALEXFIORD:DRYAS:Dry.c.4","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.4",2019,1995,2019,4,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",21.0536040354221,0.640880179961702,2.6701707404218,9,0.830813385802986,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",47.4576271186441,22.0338983050847,25.4237288135593,5.08474576271186,"None"
468,"ALEXFIORD:DRYAS:Dry.c.5:1995","ALEXFIORD:DRYAS:Dry.c.5","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.5",1995,1995,2019,5,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",18.922915928396,0.656140945033403,2.74241784688083,8,0.855520934801116,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",35.1351351351351,27.027027027027,29.7297297297297,8.10810810810811,"None"
469,"ALEXFIORD:DRYAS:Dry.c.5:2007","ALEXFIORD:DRYAS:Dry.c.5","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.5",2007,1995,2019,5,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",14.6703177153175,0.65969804268082,2.624185839059,7,0.859059841664888,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",34.8484848484849,16.6666666666667,42.4242424242424,6.06060606060606,"None"
470,"ALEXFIORD:DRYAS:Dry.c.5:2010","ALEXFIORD:DRYAS:Dry.c.5","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.5",2010,1995,2019,5,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",27.717277074083,0.496602544259456,2.62824053432103,10,0.802815553867127,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",27.7777777777778,13.8888888888889,54.1666666666667,4.16666666666667,"Graminoid-Dominated"
471,"ALEXFIORD:DRYAS:Dry.c.5:2015","ALEXFIORD:DRYAS:Dry.c.5","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.5",2015,1995,2019,5,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",15.9136600497727,0.43833613500251,2.36938998744359,6,0.888936362544185,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",34.8837209302326,16.2790697674419,46.5116279069767,2.32558139534884,"None"
472,"ALEXFIORD:DRYAS:Dry.c.5:2019","ALEXFIORD:DRYAS:Dry.c.5","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.5",2019,1995,2019,5,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",18.922915928396,0.710379220731424,2.73124710356403,8,0.855520934801117,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",24.6376811594203,20.2898550724638,47.8260869565217,7.2463768115942,"None"
474,"ALEXFIORD:DRYAS:Dry.c.6:2010","ALEXFIORD:DRYAS:Dry.c.6","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.6",2010,2007,2019,3,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",17.7313097997602,0.802011352079066,2.33044369971273,7,0.856788996595797,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",24.1935483870968,30.6451612903226,45.1612903225806,0,"None"
475,"ALEXFIORD:DRYAS:Dry.c.6:2019","ALEXFIORD:DRYAS:Dry.c.6","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.6",2019,2007,2019,3,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",23.2941417412366,0.546540658791489,2.6710033101882,11,0.775926441135973,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",34.1463414634146,37.8048780487805,24.390243902439,3.65853658536585,"None"
477,"ALEXFIORD:DRYAS:Dry.c.7:2015","ALEXFIORD:DRYAS:Dry.c.7","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.7",2015,2010,2019,3,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",19.6990567699164,0.845239151358084,2.40460792572752,8,0.860959281753076,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",25,17.5,55,2.5,"Graminoid-Dominated"
478,"ALEXFIORD:DRYAS:Dry.c.7:2019","ALEXFIORD:DRYAS:Dry.c.7","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.7",2019,2010,2019,3,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",22.6202132052746,0.632349525091639,2.49105636601769,9,0.856726344563667,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",27.2727272727273,29.5454545454545,40.9090909090909,2.27272727272727,"None"
479,"ALEXFIORD:DRYAS:Dry.c.8:1995","ALEXFIORD:DRYAS:Dry.c.8","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.8",1995,1995,2019,4,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",17.1647974190032,0.779856124954632,2.42204679004687,7,0.877648961969329,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",56.25,10.4166666666667,20.8333333333333,12.5,"Evergreen_Shrub-Dominated"
480,"ALEXFIORD:DRYAS:Dry.c.8:2007","ALEXFIORD:DRYAS:Dry.c.8","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.8",2007,1995,2019,4,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",21.7456995359463,0.777652631393488,2.44518320362917,9,0.837375370828507,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",53.0612244897959,12.2448979591837,22.4489795918367,12.2448979591837,"Evergreen_Shrub-Dominated"
481,"ALEXFIORD:DRYAS:Dry.c.8:2010","ALEXFIORD:DRYAS:Dry.c.8","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.8",2010,1995,2019,4,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",21.6230929903601,0.842976960367826,2.73379388290609,8,0.827777308758163,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",30.9090909090909,12.7272727272727,47.2727272727273,9.09090909090909,"None"
482,"ALEXFIORD:DRYAS:Dry.c.8:2019","ALEXFIORD:DRYAS:Dry.c.8","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.8",2019,1995,2019,4,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",14.6703177153175,0.811329678642598,2.68803928956336,7,0.859059841664888,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",32.5581395348837,13.953488372093,48.8372093023256,4.65116279069767,"None"
483,"ALEXFIORD:DRYAS:Dry.c.9:1995","ALEXFIORD:DRYAS:Dry.c.9","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.9",1995,1995,2019,5,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",15.0643276897712,0.694357554507108,1.72561952134827,7,0.870911211952143,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",73.0769230769231,7.69230769230769,15.3846153846154,3.84615384615385,"Evergreen_Shrub-Dominated"
484,"ALEXFIORD:DRYAS:Dry.c.9:2007","ALEXFIORD:DRYAS:Dry.c.9","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.9",2007,1995,2019,5,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",20.7370675227109,0.540384990925243,2.58481657952547,8,0.793791542709315,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",31.5789473684211,13.1578947368421,50,5.26315789473684,"None"
485,"ALEXFIORD:DRYAS:Dry.c.9:2010","ALEXFIORD:DRYAS:Dry.c.9","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.9",2010,1995,2019,5,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",17.5694267426128,0.560488576232768,2.69103291331258,7,0.84450554132966,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",29.5454545454545,11.3636363636364,56.8181818181818,2.27272727272727,"Graminoid-Dominated"
486,"ALEXFIORD:DRYAS:Dry.c.9:2015","ALEXFIORD:DRYAS:Dry.c.9","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.9",2015,1995,2019,5,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",19.8141157764024,0.554655580852625,2.69430838526028,7,0.927331457426291,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",36,12,52,0,"Graminoid-Dominated"
487,"ALEXFIORD:DRYAS:Dry.c.9:2019","ALEXFIORD:DRYAS:Dry.c.9","ALEXFIORD:DRYAS","ALEXFIORD","DRYAS","Dry.c.9",2019,1995,2019,5,"pf_all_XY","Point-framing (XY)",1,78.8719,-75.7826,78.5,-75.5,"78.5_-75.5","North America-East",11.1875058255625,0.959926172394141,2.44393576782336,5,0.954970794847697,"Arctic","HIGH",30,"MOIST",12339,5.2,-30.5,3.5,-28.6,130,48,81,"continuous",24.3243243243243,21.6216216216216,54.0540540540541,0,"Graminoid-Dominated"
488,"ALEXFIORD:FERT:Fert.c.c.13:1995","ALEXFIORD:FERT:Fert.c.c.13","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.13",1995,1995,2019,5,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",17.2259227053452,0.613407953955491,2.4829620862554,8,0.815036150620021,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",41.8918918918919,47.2972972972973,4.05405405405405,6.75675675675676,"None"
489,"ALEXFIORD:FERT:Fert.c.c.13:2007","ALEXFIORD:FERT:Fert.c.c.13","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.13",2007,1995,2019,5,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",22.31149001863,0.700365800964425,2.40731364747267,9,0.80323805127834,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",23.2558139534884,37.2093023255814,32.5581395348837,6.97674418604651,"None"
490,"ALEXFIORD:FERT:Fert.c.c.13:2010","ALEXFIORD:FERT:Fert.c.c.13","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.13",2010,1995,2019,5,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",22.31149001863,0.750386332753598,2.48153855312214,9,0.80323805127834,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",29.5081967213115,39.344262295082,24.5901639344262,6.55737704918033,"None"
491,"ALEXFIORD:FERT:Fert.c.c.13:2016","ALEXFIORD:FERT:Fert.c.c.13","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.13",2016,1995,2019,5,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",22.9884653330896,0.603550628070234,2.51899011609219,10,0.786197181701133,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",35.5932203389831,45.7627118644068,13.5593220338983,5.08474576271186,"None"
492,"ALEXFIORD:FERT:Fert.c.c.13:2019","ALEXFIORD:FERT:Fert.c.c.13","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.13",2019,1995,2019,5,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",22.9884653330896,0.644805549158298,2.4346226430168,10,0.786197181701133,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",27.8688524590164,54.0983606557377,13.1147540983607,4.91803278688525,"Deciduous_Shrub-Dominated"
493,"ALEXFIORD:FERT:Fert.c.c.21:1995","ALEXFIORD:FERT:Fert.c.c.21","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.21",1995,1995,2019,5,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",15.6791647890521,0.664909148936418,2.27506068541162,7,0.829439397753395,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",28.8135593220339,55.9322033898305,11.864406779661,3.38983050847458,"Deciduous_Shrub-Dominated"
494,"ALEXFIORD:FERT:Fert.c.c.21:2000","ALEXFIORD:FERT:Fert.c.c.21","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.21",2000,1995,2019,5,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",19.9153787708079,0.78591568430106,2.2089433311265,7,0.842084066843655,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",17.6470588235294,61.7647058823529,14.7058823529412,5.88235294117647,"Deciduous_Shrub-Dominated"
495,"ALEXFIORD:FERT:Fert.c.c.21:2007","ALEXFIORD:FERT:Fert.c.c.21","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.21",2007,1995,2019,5,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",16.4153559033576,0.645258082801624,2.40652580432528,8,0.785687354007084,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",31.25,53.125,9.375,6.25,"Deciduous_Shrub-Dominated"
496,"ALEXFIORD:FERT:Fert.c.c.21:2016","ALEXFIORD:FERT:Fert.c.c.21","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.21",2016,1995,2019,5,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",16.4524200408751,0.779874217989279,2.06302848249464,7,0.809422597321818,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",16.9811320754717,71.6981132075472,9.43396226415094,1.88679245283019,"Deciduous_Shrub-Dominated"
497,"ALEXFIORD:FERT:Fert.c.c.21:2019","ALEXFIORD:FERT:Fert.c.c.21","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.21",2019,1995,2019,5,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",18.5165948743104,0.575181066547946,1.7329602354747,8,0.796489334794148,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",13.2075471698113,79.2452830188679,5.66037735849057,1.88679245283019,"Deciduous_Shrub-Dominated"
498,"ALEXFIORD:FERT:Fert.c.c.29:1995","ALEXFIORD:FERT:Fert.c.c.29","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.29",1995,1995,2019,4,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",23.8183432648965,0.721597266992639,2.74052489768256,8,0.827314274827226,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",40.9090909090909,30.3030303030303,22.7272727272727,6.06060606060606,"None"
499,"ALEXFIORD:FERT:Fert.c.c.29:2007","ALEXFIORD:FERT:Fert.c.c.29","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.29",2007,1995,2019,4,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",13.6343295862278,0.834948267253807,2.59364817044506,6,0.848535036038527,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",32.258064516129,48.3870967741936,16.1290322580645,3.2258064516129,"None"
500,"ALEXFIORD:FERT:Fert.c.c.29:2010","ALEXFIORD:FERT:Fert.c.c.29","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.29",2010,1995,2019,4,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",19.9153787708079,0.785445607649114,2.56854453867227,7,0.842084066843655,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",30.5555555555556,44.4444444444444,22.2222222222222,2.77777777777778,"None"
501,"ALEXFIORD:FERT:Fert.c.c.29:2019","ALEXFIORD:FERT:Fert.c.c.29","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.29",2019,1995,2019,4,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",20.8328697514546,0.607208436646914,2.34072418299981,8,0.790882674044436,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",17.0212765957447,65.9574468085106,10.6382978723404,6.38297872340426,"Deciduous_Shrub-Dominated"
502,"ALEXFIORD:FERT:Fert.c.c.37:1995","ALEXFIORD:FERT:Fert.c.c.37","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.37",1995,1995,2019,6,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",23.4995874285053,0.70700248371306,2.39747831527066,10,0.780730412801761,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",25.3521126760563,50.7042253521127,12.6760563380282,11.2676056338028,"Deciduous_Shrub-Dominated"
503,"ALEXFIORD:FERT:Fert.c.c.37:2000","ALEXFIORD:FERT:Fert.c.c.37","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.37",2000,1995,2019,6,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",20.4624535213642,0.771689327945762,2.34078454111561,9,0.80256692488153,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",20,54,16,10,"Deciduous_Shrub-Dominated"
504,"ALEXFIORD:FERT:Fert.c.c.37:2007","ALEXFIORD:FERT:Fert.c.c.37","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.37",2007,1995,2019,6,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",11.796141556814,0.702415214179322,2.16927236153143,5,0.949860792731997,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",17.6470588235294,55.8823529411765,20.5882352941176,5.88235294117647,"Deciduous_Shrub-Dominated"
505,"ALEXFIORD:FERT:Fert.c.c.37:2010","ALEXFIORD:FERT:Fert.c.c.37","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.37",2010,1995,2019,6,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",23.4995874285053,0.720239932979439,2.3069182589318,10,0.78073041280176,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",22.6666666666667,56,13.3333333333333,8,"Deciduous_Shrub-Dominated"
506,"ALEXFIORD:FERT:Fert.c.c.37:2016","ALEXFIORD:FERT:Fert.c.c.37","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.37",2016,1995,2019,6,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",17.2259227053452,0.772985125375387,2.44989770556827,8,0.815036150620021,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",18.5185185185185,57.4074074074074,14.8148148148148,9.25925925925926,"Deciduous_Shrub-Dominated"
507,"ALEXFIORD:FERT:Fert.c.c.37:2019","ALEXFIORD:FERT:Fert.c.c.37","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.37",2019,1995,2019,6,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",21.0155711424892,0.740294271377367,2.20309253691821,10,0.796156716454461,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",10.7692307692308,58.4615384615385,18.4615384615385,12.3076923076923,"Deciduous_Shrub-Dominated"
508,"ALEXFIORD:FERT:Fert.c.c.5:2000","ALEXFIORD:FERT:Fert.c.c.5","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.5",2000,2000,2019,4,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",14.2998805802479,0.697130032441417,2.78195630940376,7,0.876680559658566,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",33.3333333333333,56.25,10.4166666666667,0,"Deciduous_Shrub-Dominated"
509,"ALEXFIORD:FERT:Fert.c.c.5:2010","ALEXFIORD:FERT:Fert.c.c.5","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.5",2010,2000,2019,4,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",20.4942407011793,0.713418373789425,2.65351366755344,9,0.785991977680089,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",29.1666666666667,51.3888888888889,18.0555555555556,1.38888888888889,"Deciduous_Shrub-Dominated"
510,"ALEXFIORD:FERT:Fert.c.c.5:2016","ALEXFIORD:FERT:Fert.c.c.5","ALEXFIORD:FERT","ALEXFIORD","FERT","Fert.c.c.5",2016,2000,2019,4,"pf_all_XY","Point-framing (XY)",1,78.87107,-75.79107,78.5,-75.5,"78.5_-75.5","North America-East",12.8288262832063,0.525101928700394,2.50658304132255,6,0.855625150883699,"Arctic","HIGH",30,"MOIST",12346,5.2,-30.6,3.4,-28.6,132,50,83,"continuous",32.6086956521739,60.8695652173913,6.52173913043478,0,"Deciduous_Shrub-Dominated"
