"row_ID","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","YEAR_earliest","YEAR_latest","Repeats","ValueType","Method","SurveyedArea","LAT","LONG","lat_grid","lon_grid","gridcell","Region","FRic","FEve","SR","FDis","qual.FRic","AlpArc","AZONE","ELEV","MOISTURE","TempSeas","TempMaxSum","TempMinWin","TempAvSum","TempAvWin","PrecipAnn","PrecipSeas","SnowAnn","permafrost","EShrubCover","DShrubCover","GraminoidCover","ForbCover","PlotDominatingFG"
2073,"BARROW:BG:BGCI10:2019","BARROW:BG:BGCI10","BARROW:BG","BARROW","BG","BGCI10",2019,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,71.310312,-156.592799,71,-156.5,"71_-156.5","North America-West",NA,NA,2,2.0711115780316,NA,"Arctic","HIGH",4,"MOIST",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2077,"BARROW:BG:BGCI11:2019","BARROW:BG:BGCI11","BARROW:BG","BARROW","BG","BGCI11",2019,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,71.310312,-156.592799,71,-156.5,"71_-156.5","North America-West",8.75852727805202,0.691722626176765,5,2.8105644032609,0.995816257225205,"Arctic","HIGH",4,"MOIST",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2080,"BARROW:BG:BGCJ02:2019","BARROW:BG:BGCJ02","BARROW:BG","BARROW","BG","BGCJ02",2019,2010,2019,3,"pf_all_XY","Point-framing (XY)",0.75,71.310312,-156.592799,71,-156.5,"71_-156.5","North America-West",9.09235647347207,0.245056611149532,5,2.06157818283376,0.962441533709239,"Arctic","HIGH",4,"MOIST",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,99.0654205607477,0.934579439252336,"Graminoid-Dominated"
2083,"BARROW:BG:BGCJ03:2019","BARROW:BG:BGCJ03","BARROW:BG","BARROW","BG","BGCJ03",2019,2013,2019,3,"pf_all_XY","Point-framing (XY)",0.75,71.310312,-156.592799,71,-156.5,"71_-156.5","North America-West",NA,0.378027408305943,3,1.49180506705209,NA,"Arctic","HIGH",4,"MOIST",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2087,"BARROW:BG:BGCJ04:2019","BARROW:BG:BGCJ04","BARROW:BG","BARROW","BG","BGCJ04",2019,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,71.310312,-156.592799,71,-156.5,"71_-156.5","North America-West",9.97257771296121,0.429159804448333,5,1.87635005768862,0.927919485973252,"Arctic","HIGH",4,"MOIST",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,98.3050847457627,1.69491525423729,"Graminoid-Dominated"
2091,"BARROW:BG:BGCJ05:2019","BARROW:BG:BGCJ05","BARROW:BG","BARROW","BG","BGCJ05",2019,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,71.310312,-156.592799,71,-156.5,"71_-156.5","North America-West",12.6498171725666,0.873812481887155,5,2.59756736206337,0.893101961387102,"Arctic","HIGH",4,"MOIST",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,98.9247311827957,1.0752688172043,"Graminoid-Dominated"
2095,"BARROW:BG:BGCJ06:2019","BARROW:BG:BGCJ06","BARROW:BG","BARROW","BG","BGCJ06",2019,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,71.310312,-156.592799,71,-156.5,"71_-156.5","North America-West",18.1209989076447,0.726042527334481,7,2.47316834129906,0.932686532031382,"Arctic","HIGH",4,"MOIST",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,79.2,20.8,"Graminoid-Dominated"
2099,"BARROW:BG:BGCJ07:2019","BARROW:BG:BGCJ07","BARROW:BG","BARROW","BG","BGCJ07",2019,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,71.310312,-156.592799,71,-156.5,"71_-156.5","North America-West",23.2752319194523,0.607473771574871,11,2.05994170116571,0.879022398924135,"Arctic","HIGH",4,"MOIST",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,85.5421686746988,14.4578313253012,"Graminoid-Dominated"
2103,"BARROW:BG:BGCJ08:2019","BARROW:BG:BGCJ08","BARROW:BG","BARROW","BG","BGCJ08",2019,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,71.310312,-156.592799,71,-156.5,"71_-156.5","North America-West",NA,0.852294685948861,3,2.35262457733242,NA,"Arctic","HIGH",4,"MOIST",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2106,"BARROW:BG:BGCJ09:2019","BARROW:BG:BGCJ09","BARROW:BG","BARROW","BG","BGCJ09",2019,2010,2019,3,"pf_all_XY","Point-framing (XY)",0.75,71.310312,-156.592799,71,-156.5,"71_-156.5","North America-West",25.5072535585648,0.602500365667459,9,2.78747234978513,0.830247823268275,"Arctic","HIGH",4,"MOIST",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,73.3333333333333,26.6666666666667,"Graminoid-Dominated"
2110,"BARROW:BG:BGCJ10:2019","BARROW:BG:BGCJ10","BARROW:BG","BARROW","BG","BGCJ10",2019,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,71.310312,-156.592799,71,-156.5,"71_-156.5","North America-West",30.9327804634823,0.646907024487788,10,2.86200138279004,0.87804305142733,"Arctic","HIGH",4,"MOIST",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,80.5084745762712,19.4915254237288,"Graminoid-Dominated"
2113,"BARROW:BG:BGCJ11:2016","BARROW:BG:BGCJ11","BARROW:BG","BARROW","BG","BGCJ11",2016,2010,2016,3,"pf_all_XY","Point-framing (XY)",0.75,71.310312,-156.592799,71,-156.5,"71_-156.5","North America-West",10.9206311365735,0.63596621886856,6,2.54407755332202,0.944582344221451,"Arctic","HIGH",4,"MOIST",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,85.3658536585366,14.6341463414634,"Graminoid-Dominated"
2116,"BARROW:BG:BGCK02:2019","BARROW:BG:BGCK02","BARROW:BG","BARROW","BG","BGCK02",2019,2010,2019,3,"pf_all_XY","Point-framing (XY)",0.75,71.310312,-156.592799,71,-156.5,"71_-156.5","North America-West",6.90357104648266,0.353989414568805,4,1.52863409069236,1,"Arctic","HIGH",4,"MOIST",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2120,"BARROW:BG:BGCK03:2019","BARROW:BG:BGCK03","BARROW:BG","BARROW","BG","BGCK03",2019,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,71.310312,-156.592799,71,-156.5,"71_-156.5","North America-West",10.3285921506112,0.373716913248344,6,2.25508336822378,0.99886920418055,"Arctic","HIGH",4,"MOIST",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,97.2222222222222,2.77777777777778,"Graminoid-Dominated"
2124,"BARROW:BG:BGCK04:2019","BARROW:BG:BGCK04","BARROW:BG","BARROW","BG","BGCK04",2019,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,71.310312,-156.592799,71,-156.5,"71_-156.5","North America-West",NA,0.222703352651751,3,0.931290362139958,NA,"Arctic","HIGH",4,"MOIST",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2128,"BARROW:BG:BGCK05:2019","BARROW:BG:BGCK05","BARROW:BG","BARROW","BG","BGCK05",2019,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,71.310312,-156.592799,71,-156.5,"71_-156.5","North America-West",26.5884837950633,0.514088141051787,10,2.27629914200123,0.814246122050323,"Arctic","HIGH",4,"MOIST",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,91.2087912087912,8.79120879120879,"Graminoid-Dominated"
2132,"BARROW:BG:BGCK06:2019","BARROW:BG:BGCK06","BARROW:BG","BARROW","BG","BGCK06",2019,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,71.310312,-156.592799,71,-156.5,"71_-156.5","North America-West",19.0505803216957,0.585276323826162,8,2.29873610259087,0.855374933082681,"Arctic","HIGH",4,"MOIST",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,97.6744186046512,2.32558139534884,"Graminoid-Dominated"
2136,"BARROW:BG:BGCK07:2019","BARROW:BG:BGCK07","BARROW:BG","BARROW","BG","BGCK07",2019,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,71.310312,-156.592799,71,-156.5,"71_-156.5","North America-West",15.2139356903053,0.710457935051197,6,2.7216474645052,0.955488433814711,"Arctic","HIGH",4,"MOIST",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,64.2201834862385,35.7798165137615,"Graminoid-Dominated"
2140,"BARROW:BG:BGCK08:2019","BARROW:BG:BGCK08","BARROW:BG","BARROW","BG","BGCK08",2019,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,71.310312,-156.592799,71,-156.5,"71_-156.5","North America-West",38.4386073128795,0.466820251114282,13,2.15410826176606,0.834496474619832,"Arctic","HIGH",4,"MOIST",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,76.8817204301075,23.1182795698925,"Graminoid-Dominated"
2144,"BARROW:BG:BGCK09:2019","BARROW:BG:BGCK09","BARROW:BG","BARROW","BG","BGCK09",2019,2010,2019,4,"pf_all_XY","Point-framing (XY)",0.75,71.310312,-156.592799,71,-156.5,"71_-156.5","North America-West",21.6211629669622,0.502700795659384,8,2.70358264125928,0.843668106145277,"Arctic","HIGH",4,"MOIST",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,78.448275862069,21.551724137931,"Graminoid-Dominated"
2148,"BARROW:BW:BWC01:2017","BARROW:BW:BWC01","BARROW:BW","BARROW","BW","BWC01",2017,2000,2017,4,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",30.7236385559288,0.550119781655077,14,2.53863262924826,0.735708371013078,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,4.49438202247191,75.2808988764045,20.2247191011236,"Graminoid-Dominated"
2153,"BARROW:BW:BWC02:2019","BARROW:BW:BWC02","BARROW:BW","BARROW","BW","BWC02",2019,2000,2019,5,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",36.3098075896823,0.533780867971363,13,2.23626262579283,0.806979819406203,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,74.1935483870968,25.8064516129032,"Graminoid-Dominated"
2158,"BARROW:BW:BWC03:2019","BARROW:BW:BWC03","BARROW:BW","BARROW","BW","BWC03",2019,2000,2019,5,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",23.5992070282995,0.684813524700666,9,2.4323926178319,0.81597248338181,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,85.1239669421488,14.8760330578512,"Graminoid-Dominated"
2162,"BARROW:BW:BWC04:2017","BARROW:BW:BWC04","BARROW:BW","BARROW","BW","BWC04",2017,2000,2017,4,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",23.7444160621159,0.473782235465523,11,2.09398016765883,0.895266059015608,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,75.7575757575758,24.2424242424242,"Graminoid-Dominated"
2168,"BARROW:BW:BWC05:2019","BARROW:BW:BWC05","BARROW:BW","BARROW","BW","BWC05",2019,1996,2019,6,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",32.2515245494336,0.537349909373497,12,2.29680021066035,0.741511260453805,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,2.14285714285714,87.1428571428571,10.7142857142857,"Graminoid-Dominated"
2174,"BARROW:BW:BWC06:2019","BARROW:BW:BWC06","BARROW:BW","BARROW","BW","BWC06",2019,1996,2019,6,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",27.2913437319972,0.594669181666443,11,2.69013350610237,0.718963653350054,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,3.96039603960396,84.1584158415842,11.8811881188119,"Graminoid-Dominated"
2179,"BARROW:BW:BWC07:2017","BARROW:BW:BWC07","BARROW:BW","BARROW","BW","BWC07",2017,1996,2017,5,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",35.9855743732927,0.546241198387133,14,2.26480341467056,0.692568954230913,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,2.38095238095238,76.1904761904762,21.4285714285714,"Graminoid-Dominated"
2184,"BARROW:BW:BWC08:2017","BARROW:BW:BWC08","BARROW:BW","BARROW","BW","BWC08",2017,1996,2017,5,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",39.8053671718276,0.624086861429397,13,2.65354894901476,0.776789393438439,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,2.1978021978022,48.3516483516484,49.4505494505495,"None"
2189,"BARROW:BW:BWC09:2017","BARROW:BW:BWC09","BARROW:BW","BARROW","BW","BWC09",2017,1996,2017,5,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",30.2810783999965,0.662531707823097,11,1.99531120135911,0.867057997343425,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,70.7964601769911,29.2035398230088,"Graminoid-Dominated"
2193,"BARROW:BW:BWC10:2017","BARROW:BW:BWC10","BARROW:BW","BARROW","BW","BWC10",2017,1996,2017,4,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",26.5418466514044,0.744705338904353,9,2.78768918580526,0.820407901813278,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,11.9565217391304,42.3913043478261,45.6521739130435,"None"
2197,"BARROW:BW:BWC11:2017","BARROW:BW:BWC11","BARROW:BW","BARROW","BW","BWC11",2017,2000,2017,4,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",26.9147443181339,0.465016761890437,11,2.2558244187442,0.833138457043493,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,2.5,86.25,11.25,"Graminoid-Dominated"
2201,"BARROW:BW:BWC12:2017","BARROW:BW:BWC12","BARROW:BW","BARROW","BW","BWC12",2017,2000,2017,4,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",25.2576734577787,0.634460262616507,11,2.58473949529379,0.868745097598345,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,62.7906976744186,37.2093023255814,"Graminoid-Dominated"
2205,"BARROW:BW:BWC13:2017","BARROW:BW:BWC13","BARROW:BW","BARROW","BW","BWC13",2017,2000,2017,4,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",36.844876855043,0.694797654237709,14,2.6213326324187,0.767165572729486,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,70.1923076923077,29.8076923076923,"Graminoid-Dominated"
2210,"BARROW:BW:BWC14:2017","BARROW:BW:BWC14","BARROW:BW","BARROW","BW","BWC14",2017,1996,2017,5,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",29.3480496232834,0.516629029109786,11,2.75133822785477,0.819305614051576,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,77.8846153846154,22.1153846153846,"Graminoid-Dominated"
2214,"BARROW:BW:BWC15:2017","BARROW:BW:BWC15","BARROW:BW","BARROW","BW","BWC15",2017,2000,2017,4,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",33.5965899976257,0.710278275685046,13,2.72324364560824,0.776747767998421,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,85.6060606060606,14.3939393939394,"Graminoid-Dominated"
2218,"BARROW:BW:BWC16:2017","BARROW:BW:BWC16","BARROW:BW","BARROW","BW","BWC16",2017,2000,2017,4,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",33.4377774548022,0.596764502352763,12,2.41262169977364,0.78902905603503,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,73.015873015873,26.984126984127,"Graminoid-Dominated"
2222,"BARROW:BW:BWC17:2017","BARROW:BW:BWC17","BARROW:BW","BARROW","BW","BWC17",2017,2000,2017,4,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",22.0732440528949,0.474458727114394,9,2.65021679345756,0.887916382092305,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,96.3636363636364,3.63636363636364,"Graminoid-Dominated"
2226,"BARROW:BW:BWC18:2017","BARROW:BW:BWC18","BARROW:BW","BARROW","BW","BWC18",2017,2000,2017,4,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",22.4376124836104,0.538594386605248,10,2.2154362428862,0.811904249876034,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,93.8053097345133,6.19469026548673,"Graminoid-Dominated"
2230,"BARROW:BW:BWC19:2017","BARROW:BW:BWC19","BARROW:BW","BARROW","BW","BWC19",2017,1996,2017,4,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",22.7229330981551,0.515228553046417,8,2.29087529793951,0.847158241153959,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,90.0990099009901,9.9009900990099,"Graminoid-Dominated"
2233,"BARROW:BW:BWC20:2012","BARROW:BW:BWC20","BARROW:BW","BARROW","BW","BWC20",2012,2000,2012,3,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",16.3089097099598,0.5177482093994,8,2.35825863362285,0.810166788732794,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,92.4242424242424,7.57575757575758,"Graminoid-Dominated"
2236,"BARROW:BW:BWC21:2017","BARROW:BW:BWC21","BARROW:BW","BARROW","BW","BWC21",2017,2000,2017,3,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",22.6216657682709,0.492502134091429,9,2.23037320533247,0.857977596076454,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,87.719298245614,12.280701754386,"Graminoid-Dominated"
2241,"BARROW:BW:BWC22:2017","BARROW:BW:BWC22","BARROW:BW","BARROW","BW","BWC22",2017,1996,2017,5,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",30.1694147214455,0.608627288185407,12,2.63592609986407,0.855843186648913,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,87.8787878787879,12.1212121212121,"Graminoid-Dominated"
2246,"BARROW:BW:BWC23:2017","BARROW:BW:BWC23","BARROW:BW","BARROW","BW","BWC23",2017,1996,2017,5,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",30.2946522991474,0.720078247688966,11,2.7337230917656,0.792997558925523,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,76.6355140186916,23.3644859813084,"Graminoid-Dominated"
2251,"BARROW:BW:BWC24:2017","BARROW:BW:BWC24","BARROW:BW","BARROW","BW","BWC24",2017,1996,2017,5,"pf_all_XY","Point-framing (XY)",0.75,71.31051842,-156.5978987,71,-156.5,"71_-156.5","North America-West",26.9455953168779,0.632304631754237,10,2.19042657951386,0.796692423322418,"Arctic","HIGH",3,"WET",11106,5.7,-26.7,3.6,-24.7,117,78,42,"continuous",0,0,89.622641509434,10.377358490566,"Graminoid-Dominated"
2253,"BARROW:CAREX WET MEADOW_ORDINATION:12:2008","BARROW:CAREX WET MEADOW_ORDINATION:12","BARROW:CAREX WET MEADOW_ORDINATION","BARROW","CAREX WET MEADOW_ORDINATION","12",2008,1999,2008,2,"percent_cover","Cover",1,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",NA,NA,2,1.4621265288774,NA,"Arctic","HIGH",9,"WET",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2255,"BARROW:CAREX WET MEADOW_ORDINATION:16:2008","BARROW:CAREX WET MEADOW_ORDINATION:16","BARROW:CAREX WET MEADOW_ORDINATION","BARROW","CAREX WET MEADOW_ORDINATION","16",2008,1999,2008,2,"percent_cover","Cover",1,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",NA,0.274681295506606,3,0.794956660099538,NA,"Arctic","HIGH",9,"WET",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2257,"BARROW:CAREX_MESIC MEADOW_ORDINATION:13:2008","BARROW:CAREX_MESIC MEADOW_ORDINATION:13","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW","CAREX_MESIC MEADOW_ORDINATION","13",2008,1999,2008,2,"percent_cover","Cover",1,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",NA,NA,2,0.552057059150319,NA,"Arctic","HIGH",9,"MOIST",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2258,"BARROW:CAREX_MESIC MEADOW_ORDINATION:17:2008","BARROW:CAREX_MESIC MEADOW_ORDINATION:17","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW","CAREX_MESIC MEADOW_ORDINATION","17",2008,2008,2008,1,"percent_cover","Cover",1,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",16.6517440051925,0.57575619470783,8,2.38888627020672,0.741568828014091,"Arctic","HIGH",9,"MOIST",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,1.19817876827223,97.4358974358974,1.36592379583034,"Graminoid-Dominated"
2260,"BARROW:CAREX_MESIC MEADOW_ORDINATION:18:2008","BARROW:CAREX_MESIC MEADOW_ORDINATION:18","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW","CAREX_MESIC MEADOW_ORDINATION","18",2008,1999,2008,2,"percent_cover","Cover",1,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",37.3271189288134,0.744947101045509,14,3.07606154741336,0.751345149409512,"Arctic","HIGH",9,"MOIST",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,29.0670417252696,38.9592123769339,31.9737458977965,"None"
2262,"BARROW:CAREX_MESIC MEADOW_ORDINATION:19:2008","BARROW:CAREX_MESIC MEADOW_ORDINATION:19","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW","CAREX_MESIC MEADOW_ORDINATION","19",2008,1999,2008,2,"percent_cover","Cover",1,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",22.5467930973017,0.542470711221773,12,2.13784252871566,0.732472577391687,"Arctic","HIGH",9,"MOIST",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,2.91431902078881,66.9710510977268,30.1146298814844,"Graminoid-Dominated"
2264,"BARROW:CAREX_MESIC MEADOW_ORDINATION:22:2008","BARROW:CAREX_MESIC MEADOW_ORDINATION:22","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW","CAREX_MESIC MEADOW_ORDINATION","22",2008,1999,2008,2,"percent_cover","Cover",1,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",26.3582022871109,0.770053504491484,8,2.89698067119832,0.911916901995106,"Arctic","HIGH",9,"MOIST",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,73.5610373181531,26.4389626818469,"Graminoid-Dominated"
2266,"BARROW:CAREX_MESIC MEADOW_ORDINATION:23:2008","BARROW:CAREX_MESIC MEADOW_ORDINATION:23","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW","CAREX_MESIC MEADOW_ORDINATION","23",2008,1999,2008,2,"percent_cover","Cover",1,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",10.5762681456885,0.758575948683317,6,2.53967254973603,0.896658892711849,"Arctic","HIGH",9,"MOIST",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2268,"BARROW:CAREX_MESIC MEADOW_ORDINATION:24:2008","BARROW:CAREX_MESIC MEADOW_ORDINATION:24","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW","CAREX_MESIC MEADOW_ORDINATION","24",2008,1999,2008,2,"percent_cover","Cover",1,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",16.5431574851762,0.542139303847252,7,2.94146524991368,0.899020230831499,"Arctic","HIGH",9,"MOIST",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,89.152741131633,10.847258868367,"Graminoid-Dominated"
2270,"BARROW:CAREX_MESIC MEADOW_ORDINATION:3:2008","BARROW:CAREX_MESIC MEADOW_ORDINATION:3","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW","CAREX_MESIC MEADOW_ORDINATION","3",2008,1999,2008,2,"percent_cover","Cover",1,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",20.2355437254836,0.666512591261323,8,2.62620401125582,0.895398619993847,"Arctic","HIGH",9,"MOIST",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,82.6419797044686,17.3580202955314,"Graminoid-Dominated"
2272,"BARROW:CAREX_MESIC MEADOW_ORDINATION:4:2008","BARROW:CAREX_MESIC MEADOW_ORDINATION:4","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW","CAREX_MESIC MEADOW_ORDINATION","4",2008,1999,2008,2,"percent_cover","Cover",1,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",25.8937200099819,0.660558153669462,10,2.93979208648147,0.786061495261992,"Arctic","HIGH",9,"MOIST",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,11.4678899082569,72.0871559633027,16.4449541284404,"Graminoid-Dominated"
